,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0005201,MF,GO:0005201,extracellular matrix structural constituent,16/524,51/8687,2.44E-08,1.09E-05,9.27E-06,Sparc/Igfbp6/Dcn/Col18a1/Efemp1/Lamc1/Lamb2/Col1a1/Col12a1/Fn1/Col1a2/Matn4/Lama4/Col16a1/Lama2/Col6a1,16
GO:0030001,BP,GO:0030001,metal ion transport,56/524,436/8687,4.16E-08,1.70E-05,1.44E-05,Itgb1/Vdac1/Atp1a3/Prkcb/Nedd4l/Slc12a5/Hecw1/Gnas/Cltc/Ryr2/Slc4a10/Pten/Nsf/Hap1/Atox1/Ednrb/Arf1/Mt3/Cacna1c/Myo5a/Fgf12/Cacna1h/Cdkn1b/Chd7/Slc1a1/Homer1/Tmbim6/Adcyap1r1/Slc12a2/Kcna4/Micu3/Gnai2/Kcnc1/Bcl2/Kcnb2/Slc39a11/Ryr1/Tcn2/Vip/Dmd/Magt1/Slc30a10/Slc6a9/Tpcn1/Slc6a13/Wwp2/Slc41a1/Cyba/Cacna2d2/Aqp1/Wnk4/Lyn/Cabp1/Kcnj12/Adcyap1/Zmpste24,56
GO:0043209,CC,GO:0043209,myelin sheath,32/524,187/8687,6.39E-08,2.41E-05,2.05E-05,Ubb/Itgb1/Vdac1/Atp1a3/Rps27a/Dnm1/Cryab/Ldhb/Gnb1/Eef1a2/Ubc/Cltc/Nme1/Canx/Aldoa/Mdh2/Ckb/Pten/Nsf/Mdh1/Cox5a/Ywhag/Pebp1/Cldn11/Sod1/Ckmt1/Rap1a/Bcl2/Jam3/Myh14/Pmp22/Ehd1,32
GO:0043025,CC,GO:0043025,neuronal cell body,60/524,489/8687,7.08E-08,2.47E-05,2.10E-05,Ubb/Atp1a3/Slc12a5/Cadm2/Cryab/Ntrk2/Eef1a2/Map1a/Gnas/Mapk10/Canx/Sh3gl2/Dixdc1/Ckb/Cplx1/Cst3/Slc4a10/Ppp1r9b/Sptbn2/Pgrmc1/Sez6l/Klc1/Myo6/Sorbs2/Cacna1c/Myo5a/Ppp1r9a/C4b/Tubb3/Pebp1/Ncdn/Cacna1h/Pclo/Negr1/Slc1a1/Sod1/Sdc2/Homer1/Ckmt1/Ccng1/Slc12a2/Dab2ip/Crtc1/Dlgap3/Lamp1/Kcnc1/Kcnb2/Vip/Dmd/Entpd1/Gdpd5/Ghr/Whrn/Cyba/Calb1/Aqp1/Cabp1/Kcnj12/Met/Adcyap1,60
GO:0098794,CC,GO:0098794,postsynapse,57/524,455/8687,7.54E-08,2.47E-05,2.10E-05,Itgb1/Atp1a3/Psd/Syn3/Hnrnpk/Cspg5/Cryab/Nrcam/Ntrk2/Map1a/Mapk10/Ablim1/Canx/Nsg1/Pip5k1c/Cplx1/Pten/Cttnbp2/Ppp1r9b/Nsf/Sptbn2/Myo6/Ppp1cc/Sorbs2/Mt3/Cacna1c/Myo5a/Clta/Src/Ppp1r9a/Gabrg2/Ncdn/Tanc2/Cacna1h/Pclo/Arhgef9/Nr3c1/Lin7a/Eef2k/Slc1a1/Dnajc6/Homer1/Dlg4/Gabra3/Kcna4/Synpo/Dlgap3/Pfn2/Dmd/Entpd1/Arhgap44/Whrn/Calb1/Shc4/Lyn/Cabp1/Met,57
GO:0007605,BP,GO:0007605,sensory perception of sound,18/524,72/8687,1.64E-07,5.01E-05,4.26E-05,Slc9a3r2/Dnm1/Map1a/Gjb6/Myo6/Psap/Cdkn1b/Chd7/Pcdh15/Srrm4/Ccdc50/Sod1/Slc12a2/Dcdc2a/Lrig1/Myh14/Col1a1/Whrn,18
GO:0009887,BP,GO:0009887,animal organ morphogenesis,59/524,496/8687,2.74E-07,7.90E-05,6.72E-05,Ski/Ntrk2/Gnas/Sik3/Abr/Ryr2/Dlx1/Slc4a10/Adarb1/Pten/Sox5/Gjb6/Tpm1/Myo6/Sh3pxd2b/Myo5a/Snx10/Src/Dzank1/Igf2/Chd7/Agtpbp1/Nr3c1/Serpinh1/Nfib/Csgalnact1/Pcdh15/Slc1a1/Sod1/Ankrd6/Slc12a2/Fgf1/Kdm6a/Bcl2/Ryr1/Ctsz/Bcar3/Nfic/Lrig1/Fgfr3/Wwtr1/Lims1/Lamc1/Hs2st1/Lamb2/Col1a1/Col1a2/Whrn/Meis1/Calb1/Aqp1/Lama2/Wnk4/Tbr1/Nbl1/Met/Zmpste24/Ctsh/Dhrs3,59
GO:0007600,BP,GO:0007600,sensory perception,31/524,196/8687,6.31E-07,0.000172007,0.000146184,Slc9a3r2/Dnm1/Gnb1/Map1a/Gnas/Slc4a10/Gjb6/Zic2/Myo6/Ednrb/Myo5a/Psap/Cacna1h/Cdkn1b/Chd7/Pcdh15/Srrm4/Ccdc50/Sod1/Rab3a/Slc12a2/Dcdc2a/Vip/Lrig1/Myh14/Lamb2/Col1a1/Whrn/Aqp1/Cabp1/Adcyap1,31
GO:0050954,BP,GO:0050954,sensory perception of mechanical stimulus,19/524,88/8687,8.73E-07,0.000225429,0.000191585,Slc9a3r2/Dnm1/Map1a/Gjb6/Myo6/Psap/Cdkn1b/Chd7/Pcdh15/Srrm4/Ccdc50/Sod1/Rab3a/Slc12a2/Dcdc2a/Lrig1/Myh14/Col1a1/Whrn,19
GO:0050801,BP,GO:0050801,ion homeostasis,48/524,384/8687,9.24E-07,0.000226704,0.00019267,Atp1a3/Prkcb/Nedd4l/Slc12a5/Gnb1/Gnas/Chga/Ryr2/Ckb/Slc4a10/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Snx10/Src/Fgf12/Unc80/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Gnai2/Bcl2/Dcn/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Wnk4/Lyn/Spp1/Adcyap1,48
GO:0050804,BP,GO:0050804,modulation of chemical synaptic transmission,45/524,353/8687,1.20E-06,0.000275857,0.000234443,Itgb1/Prkcb/Hnrnpk/Dnm1/Cspg5/Ntrk2/Map1a/Abr/Npas4/Nsg1/Cplx1/Slc4a10/Pten/Ppp1r9b/Hap1/Syngr1/Sybu/Myo6/Arf1/Ywhag/Myo5a/Src/Ppp1r9a/Ncdn/Lrp8/Pclo/Nr3c1/Slc1a1/Homer1/Rab3a/Dlg4/Slc12a2/Crtc1/Rap1a/Synpo/Tprgl/Dlgap3/Gnai2/Pfn2/Nptx1/Cacna2d2/Calb1/Lama2/Met/Adcyap1,45
GO:0030534,BP,GO:0030534,adult behavior,22/524,116/8687,1.28E-06,0.000275857,0.000234443,Atp1a3/Dnm1/Nrxn2/Pten/Sptbn2/Sez6l/Cacna1c/Gabrg2/Fgf12/Cend1/Chd7/Agtpbp1/Lgi4/Pcdh15/Slc1a1/Homer1/Slitrk5/Chl1/Zic1/Pmp22/Met/Zmpste24,22
GO:0099177,BP,GO:0099177,regulation of trans-synaptic signaling,45/524,354/8687,1.29E-06,0.000275857,0.000234443,Itgb1/Prkcb/Hnrnpk/Dnm1/Cspg5/Ntrk2/Map1a/Abr/Npas4/Nsg1/Cplx1/Slc4a10/Pten/Ppp1r9b/Hap1/Syngr1/Sybu/Myo6/Arf1/Ywhag/Myo5a/Src/Ppp1r9a/Ncdn/Lrp8/Pclo/Nr3c1/Slc1a1/Homer1/Rab3a/Dlg4/Slc12a2/Crtc1/Rap1a/Synpo/Tprgl/Dlgap3/Gnai2/Pfn2/Nptx1/Cacna2d2/Calb1/Lama2/Met/Adcyap1,45
GO:0099503,CC,GO:0099503,secretory vesicle,40/524,299/8687,1.41E-06,0.00028873,0.000245384,Itgb1/Vdac1/Syn3/Dnm1/Pcsk1n/Chga/Atp6v1g2/Smpd1/Ston2/Ap2m1/Cttnbp2/Sptbn2/Syngr1/Slc2a3/Cadps/Bsg/Mt3/Myo5a/Clta/Snx10/Pebp1/Stx7/Sparc/Sv2b/Sod1/Rab3a/Scg5/Dlg4/Tprgl/Lamp1/Sypl/Dmd/Entpd1/Slc6a9/Rab37/Col1a1/Anxa7/Aqp1/Cabp1/Ctsh,40
GO:0098793,CC,GO:0098793,presynapse,43/524,336/8687,1.88E-06,0.000368685,0.000313335,Vdac1/Prkcb/Syn3/Hnrnpk/Dnm1/Ntrk2/Atp6v1g2/Cltc/Ston2/Nrxn2/Sh3gl2/Dixdc1/Cplx1/Slc4a10/Cttnbp2/Hap1/Sptbn2/Syngr1/Myo6/Mt3/Cacna1c/Myo5a/Clta/Pebp1/Stx7/Cacna1h/Pclo/Sv2b/Slc1a1/Rab3a/Dlg4/Ppp3cc/Tprgl/Lamp1/Pfn2/Sypl/Dmd/Entpd1/Arhgap44/Whrn/Calb1/Aqp1/Adcyap1,43
GO:0050808,BP,GO:0050808,synapse organization,43/524,337/8687,2.03E-06,0.000383832,0.000326208,Hnrnpk/Nrcam/Ntrk2/Npas4/Nrxn2/Ncan/Pten/Cttnbp2/Sptbn2/Sybu/Pgrmc1/Sez6l/Myo6/Sorbs2/Arf1/Myo5a/Ppp1r9a/Gabrg2/Ndrg2/Tanc2/Lrp8/Pclo/Sparc/Arhgef9/Negr1/Eef2k/Slc1a1/Homer1/Sdcbp/Rab3a/Dlg4/Dab2ip/Synpo/Dlgap3/Pfn2/Slitrk5/Nptx1/Arhgap44/Cbln4/Pmp22/Lamb2/Cacna2d2/Cabp1,43
GO:0007610,BP,GO:0007610,behavior,51/524,432/8687,2.35E-06,0.000427111,0.00036299,Itgb1/Vdac1/Atp1a3/Slc12a5/Dnm1/Ntrk2/Map1a/Mapk10/Npas4/Nrxn2/Slc4a10/Adarb1/Pten/Sptbn2/Pgrmc1/Sez6l/Myo6/Cacna1c/Myo5a/Gabrg2/Fgf12/Cend1/Psap/Igf2/Chd7/Agtpbp1/Lgi4/Nr3c1/Negr1/Pcdh15/Slc1a1/Sod1/Homer1/Dlg4/Crtc1/Synpo/Bcl2/Slitrk5/Dcdc2a/Chl1/Vip/Myh14/Zic1/Pmp22/Meis1/Calb1/Tbr1/Met/Adcyap1/Zmpste24/Egr2,51
GO:0055065,BP,GO:0055065,metal ion homeostasis,40/524,307/8687,2.77E-06,0.000485725,0.000412804,Atp1a3/Prkcb/Slc12a5/Gnb1/Gnas/Chga/Ryr2/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Snx10/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Gnai2/Bcl2/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Lyn/Spp1/Adcyap1,40
GO:0006875,BP,GO:0006875,cellular metal ion homeostasis,36/524,269/8687,4.77E-06,0.000797103,0.000677436,Atp1a3/Prkcb/Gnb1/Chga/Ryr2/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Bcl2/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Lyn/Spp1/Adcyap1,36
GO:0006873,BP,GO:0006873,cellular ion homeostasis,40/524,314/8687,4.87E-06,0.000797103,0.000677436,Atp1a3/Prkcb/Slc12a5/Gnb1/Chga/Ryr2/Ckb/Slc4a10/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Bcl2/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Wnk4/Lyn/Spp1/Adcyap1,40
GO:0072507,BP,GO:0072507,divalent inorganic cation homeostasis,32/524,229/8687,6.54E-06,0.001035684,0.0008802,Prkcb/Gnb1/Gnas/Chga/Ryr2/Hap1/Mt1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Snx10/Chd7/Slc1a1/Tmbim6/Adcyap1r1/Dlg4/Micu3/Synpo/Bcl2/Ryr1/Dmd/Slc30a10/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Lyn/Spp1/Adcyap1,32
GO:0030334,BP,GO:0030334,regulation of cell migration,55/524,498/8687,7.22E-06,0.001062934,0.000903358,Itgb1/Abr/Pdpn/Aldoa/Adipor1/Adarb1/Pten/Sdc3/Cd81/Trib1/Tpm1/Bsg/Myo5a/Src/Tiam1/Igf2/Sparc/Jup/Vash1/Sdcbp/Pla2g7/Dab2ip/Fgf1/Vegfb/Cd9/Gnai2/Pfn2/Iqgap1/Bcl2/Chst2/Tmsb10/Dcn/Cyp1b1/Sema7a/Col18a1/Efemp1/Jam2/Syne2/Mtus1/Jam3/Mitf/Trp53inp1/Sema3d/Pld2/Rin2/Col1a1/Fn1/Lama4/Rhoc/Aqp1/Lama2/Lyn/Nbl1/Met/Ctsh,55
GO:0050839,MF,GO:0050839,cell adhesion molecule binding,23/524,138/8687,7.36E-06,0.001062934,0.000903358,Itgb1/Nrcam/Nrxn2/Cd81/Bsg/Src/Igf2/Jup/Sdcbp/Fgf1/Cd9/Sema7a/Dmd/Jam2/Jam3/Lamb2/Itga7/Fn1/Anxa7/Tln1/Col16a1/Lyn/Spp1,23
GO:0098771,BP,GO:0098771,inorganic ion homeostasis,43/524,354/8687,7.37E-06,0.001062934,0.000903358,Atp1a3/Prkcb/Slc12a5/Gnb1/Gnas/Chga/Ryr2/Ckb/Slc4a10/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Snx10/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Gnai2/Bcl2/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Wnk4/Lyn/Spp1/Adcyap1,43
GO:0048858,BP,GO:0048858,cell projection morphogenesis,55/524,499/8687,7.67E-06,0.001074781,0.000913426,Ubb/Gas7/Itgb1/Nedd4l/Hnrnpk/Hecw1/Cspg5/Nrcam/Lifr/Ntrk2/Map1a/Ablim1/Pdpn/Sh3gl2/Dixdc1/Pip5k1c/Adarb1/Pten/Zic2/Bsg/Mt3/Src/Ppp1r9a/Tiam1/Tubb3/Tanc2/Lrp8/Nfib/Eef2k/Sdc2/Rab3a/Dlg4/Dab2ip/Iqgap1/Bcl2/Tiam2/Slitrk5/Dcdc2a/Nptx1/Sema7a/Chl1/Dmd/Fgfr3/Arhgap44/Raph1/Pmp22/Sema3d/Lamb2/Fn1/Rtn4rl1/Lama2/Tbr1/Nbl1/Met/Egr2,55
GO:0060627,BP,GO:0060627,regulation of vesicle-mediated transport,44/524,367/8687,8.08E-06,0.001100535,0.000935314,Itgb1/Prkcb/Hnrnpk/Dnm1/Cspg5/Abr/Smpd1/Ston2/Cdk5r2/Ap2m1/Sh3gl2/Pip5k1c/Epn2/Cplx1/Pten/Nsf/Hap1/Cadps/Myo6/Arf1/Myo5a/Src/Cacna1h/Pclo/Vsnl1/Eef2k/Dnajc6/Sod1/Sdcbp/Rab3a/Dlg4/Ppp3cc/Rap1a/Lamp1/Gnai2/Pfn2/Rab31/Arhgap44/Bmp2k/Pld2/Ehd1/Cyba/Exph5/Lyn,44
GO:0007626,BP,GO:0007626,locomotory behavior,26/524,169/8687,8.57E-06,0.001136369,0.000965768,Atp1a3/Dnm1/Mapk10/Slc4a10/Pten/Sez6l/Myo6/Cacna1c/Myo5a/Fgf12/Cend1/Psap/Chd7/Agtpbp1/Lgi4/Negr1/Pcdh15/Slc1a1/Sod1/Dlg4/Chl1/Zic1/Pmp22/Meis1/Calb1/Zmpste24,26
GO:0099512,CC,GO:0099512,supramolecular fiber,53/524,479/8687,1.02E-05,0.001256723,0.001068054,Gabarapl1/Kif1b/Gas7/Dnm1/Cryab/Map1a/Cltc/Nme1/Ryr2/Kifc2/Aldoa/Cst3/Gjb6/Clip4/Sybu/Tpm1/Wdr47/Klc1/Myo6/Arf1/Mt3/Cacna1c/Myo5a/Src/Tubb3/Kifap3/Nav1/Cldn11/Dynlt3/Jup/Homer1/Tuba8/Cyp2a5/Dyrk1a/Synpo/Ttll7/Iqgap1/Dcn/Dcdc2a/Ryr1/Dmd/Syne2/Jam3/Myh14/Klhl40/Col1a1/Col1a2/Whrn/Bag3/Col16a1/Myl9/Incenp/Ctsh,53
GO:0098552,CC,GO:0098552,side of membrane,31/524,223/8687,1.02E-05,0.001256723,0.001068054,Itgb1/Ctsb/Lifr/Gnb1/Gnas/Pdpn/Ryr2/Canx/Pten/Ppp1r9b/Cyth3/Src/Tiam1/Rgs2/Jup/Dlg4/Cd9/Lamp1/Gnai2/Iqgap1/Sema7a/Ryr1/Dmd/Entpd1/Fgfr3/Ghr/Rtn4rl1/Cxcr5/H2-D1/Lyn/Cabp1,31
GO:0042383,CC,GO:0042383,sarcolemma,18/524,94/8687,1.02E-05,0.001256723,0.001068054,Itgb1/Ctsb/Atp1a3/Gnas/Cltc/Ryr2/Bsg/Cacna1c/Cacna1h/Lamp1/Ryr1/Dmd/Pld2/Itga7/Aqp1/Lama2/Col6a1/Kcnj12,18
GO:0034329,BP,GO:0034329,cell junction assembly,34/524,257/8687,1.13E-05,0.001337194,0.001136444,Itgb1/Nedd4l/Ntrk2/Npas4/Nrxn2/Pten/Sptbn2/Gjb6/Myo6/Src/Ppp1r9a/Gabrg2/Pclo/Arhgef9/Negr1/Cldn11/Eef2k/Jup/Sdcbp/Cd9/Rap1a/Iqgap1/Bcl2/Slitrk5/Nptx1/Jam3/Cbln4/Pmp22/Lims1/Lamc1/Fn1/Rhoc/Tln1/Col16a1,34
GO:0099081,CC,GO:0099081,supramolecular polymer,53/524,481/8687,1.14E-05,0.001337194,0.001136444,Gabarapl1/Kif1b/Gas7/Dnm1/Cryab/Map1a/Cltc/Nme1/Ryr2/Kifc2/Aldoa/Cst3/Gjb6/Clip4/Sybu/Tpm1/Wdr47/Klc1/Myo6/Arf1/Mt3/Cacna1c/Myo5a/Src/Tubb3/Kifap3/Nav1/Cldn11/Dynlt3/Jup/Homer1/Tuba8/Cyp2a5/Dyrk1a/Synpo/Ttll7/Iqgap1/Dcn/Dcdc2a/Ryr1/Dmd/Syne2/Jam3/Myh14/Klhl40/Col1a1/Col1a2/Whrn/Bag3/Col16a1/Myl9/Incenp/Ctsh,53
GO:0098984,CC,GO:0098984,neuron to neuron synapse,36/524,280/8687,1.19E-05,0.001361004,0.001156679,Atp1a3/Psd/Syn3/Hnrnpk/Cryab/Nrcam/Ntrk2/Map1a/Mapk10/Ablim1/Pip5k1c/Ppp1r9b/Nsf/Myo6/Sorbs2/Mt3/Cacna1c/Src/Ppp1r9a/Pclo/Arhgef9/Nr3c1/Eef2k/Slc1a1/Dnajc6/Homer1/Dlg4/Kcna4/Dlgap3/Dmd/Entpd1/Arhgap44/Calb1/Lyn/Cabp1/Met,36
GO:0120039,BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,54/524,495/8687,1.26E-05,0.001392197,0.00118319,Ubb/Gas7/Itgb1/Nedd4l/Hnrnpk/Hecw1/Nrcam/Lifr/Ntrk2/Map1a/Ablim1/Pdpn/Sh3gl2/Dixdc1/Pip5k1c/Adarb1/Pten/Zic2/Bsg/Mt3/Src/Ppp1r9a/Tiam1/Tubb3/Tanc2/Lrp8/Nfib/Eef2k/Sdc2/Rab3a/Dlg4/Dab2ip/Iqgap1/Bcl2/Tiam2/Slitrk5/Dcdc2a/Nptx1/Sema7a/Chl1/Dmd/Fgfr3/Arhgap44/Raph1/Pmp22/Sema3d/Lamb2/Fn1/Rtn4rl1/Lama2/Tbr1/Nbl1/Met/Egr2,54
GO:0055080,BP,GO:0055080,cation homeostasis,42/524,350/8687,1.28E-05,0.001392197,0.00118319,Atp1a3/Prkcb/Slc12a5/Gnb1/Gnas/Chga/Ryr2/Slc4a10/Ftl1/Hap1/Mt1/Atox1/Kctd17/Ednrb/Mt3/Cacna1c/Myo5a/Snx10/Unc80/Chd7/Slc1a1/Sod1/Tmbim6/Adcyap1r1/Dlg4/Slc12a2/Micu3/Synpo/Gnai2/Bcl2/Ryr1/Dmd/Slc30a10/Slc6a9/Slc41a1/Cyba/Anxa7/Calb1/Cxcr5/Lyn/Spp1/Adcyap1,42
