,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050839,MF,GO:0050839,cell adhesion molecule binding,10/154,138/8687,0.000162236730952592,0.0472108887072043,0.0432372531773176,Itgb1/Cd81/Src/Sema7a/Jam3/Lamb2/Fn1/Anxa7/Tln1/Spp1,10
GO:0030001,BP,GO:0030001,metal ion transport,19/154,436/8687,0.000244030768889929,0.0650952076013885,0.0596162887156536,Itgb1/Vdac1/Hecw1/Cltc/Ryr2/Slc4a10/Atox1/Cacna1c/Myo5a/Homer1/Adcyap1r1/Slc12a2/Gnai2/Slc39a11/Tcn2/Vip/Tpcn1/Wwp2/Slc41a1,19
GO:0005773,CC,GO:0005773,vacuole,16/154,341/8687,0.000344252147323097,0.0830625930101561,0.0760713992447376,Gabarapl1/Ctsb/Lrba/Cltc/Cst3/Mlc1/Ctsd/Mt1/Myo5a/Src/Ctsz/Fgfr3/Tpcn1/H2-D1/Unc93b1/Ctsh,16
GO:0098858,CC,GO:0098858,actin-based cell projection,9/154,125/8687,0.000363285317757634,0.0830625930101561,0.0760713992447376,Slc9a3r2/Itgb1/Pdpn/Stard10/Ppp1r9b/Myo5a/Ppp1r9a/Jam3/Whrn,9
GO:0031386,MF,GO:0031386,protein tag,3/154,10/8687,0.000598365161948711,0.117919334970334,0.107994326737494,Ubb/Rps27a/Ubc,3
GO:0007229,BP,GO:0007229,integrin-mediated signaling pathway,5/154,40/8687,0.0006543218945479,0.117919334970334,0.107994326737494,Itgb1/Src/Sema7a/Fn1/Tln1,5
GO:0033218,MF,GO:0033218,amide binding,11/154,195/8687,0.000674827851611597,0.117919334970334,0.107994326737494,Vdac1/Ctsb/Cltc/Ryr2/Cst3/Ctsd/Fasn/Adcyap1r1/Plod1/Ghr/H2-D1,11
GO:0031594,CC,GO:0031594,neuromuscular junction,6/154,61/8687,0.000699634896732888,0.117919334970334,0.107994326737494,Itgb1/Syngr1/Ppp1r9a/Pclo/Lamc1/Lamb2,6
GO:0098655,BP,GO:0098655,cation transmembrane transport,17/154,400/8687,0.00069992732409758,0.117919334970334,0.107994326737494,Itgb1/Vdac1/Hecw1/Ryr2/Slc4a10/Atox1/Cacna1c/Myo5a/Rgs2/Atp6v0e2/Homer1/Slc12a2/Slc39a11/Tcn2/Tpcn1/Wwp2/Slc41a1,17
GO:0098814,BP,GO:0098814,spontaneous synaptic transmission,3/154,11/8687,0.000812082342748541,0.129973778956904,0.119034174976563,Itgb1/Ppp1r9a/Slc12a2,3
GO:0045177,CC,GO:0045177,apical part of cell,11/154,202/8687,0.000903768666712643,0.137760166768913,0.126165199839334,Slc9a3r2/Ctsb/Pdpn/Slc4a10/Mlc1/Cd81/Vash1/Homer1/Slc12a2/Fn1/Spp1,11
GO:0050731,BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,7/154,90/8687,0.00104780654964337,0.143075881946952,0.131033503090239,Itgb1/Cd81/Src/Vegfb/Tnfrsf1a/Fgfr3/Ghr,7
GO:0033622,BP,GO:0033622,integrin activation,3/154,12/8687,0.00106874604631783,0.143075881946952,0.131033503090239,Jam3/Fn1/Tln1,3
GO:0034446,BP,GO:0034446,substrate adhesion-dependent cell spreading,6/154,67/8687,0.00115255422579498,0.143075881946952,0.131033503090239,Pdpn/Src/St6gal1/Lamc1/Lamb2/Fn1,6
GO:0005790,CC,GO:0005790,smooth endoplasmic reticulum,4/154,27/8687,0.00121309709536683,0.143075881946952,0.131033503090239,Ryr2/Canx/Rtn1/Myo5a,4
GO:0030425,CC,GO:0030425,dendrite,19/154,500/8687,0.00130480211592723,0.143075881946952,0.131033503090239,Gabarapl1/Itgb1/Canx/Sh3gl2/Slc4a10/Ppp1r9b/Cacna1c/Myo5a/Ppp1r9a/C4b/Pclo/Eef2k/Homer1/Dyrk1a/Synpo/Gnai2/Whrn/Htr7/Met,19
GO:0045121,CC,GO:0045121,membrane raft,11/154,212/8687,0.00133953675845685,0.143075881946952,0.131033503090239,Itgb1/Ctsb/Pdpn/Mlc1/Ctsd/Cacna1c/Src/Adcyap1r1/Gnai2/Tnfrsf1a/H2-D1,11
GO:0098857,CC,GO:0098857,membrane microdomain,11/154,212/8687,0.00133953675845685,0.143075881946952,0.131033503090239,Itgb1/Ctsb/Pdpn/Mlc1/Ctsd/Cacna1c/Src/Adcyap1r1/Gnai2/Tnfrsf1a/H2-D1,11
GO:0050804,BP,GO:0050804,modulation of chemical synaptic transmission,15/154,353/8687,0.00145665467510494,0.143075881946952,0.131033503090239,Itgb1/Npas4/Slc4a10/Ppp1r9b/Syngr1/Myo5a/Src/Ppp1r9a/Pclo/Homer1/Slc12a2/Synpo/Tprgl/Gnai2/Met,15
GO:0001894,BP,GO:0001894,tissue homeostasis,8/154,123/8687,0.00149746694154215,0.143075881946952,0.131033503090239,Itgb1/Sh3gl2/Src/Homer1/Slc12a2/Whrn/Spp1/Ctsh,8
GO:0002064,BP,GO:0002064,epithelial cell development,8/154,123/8687,0.00149746694154215,0.143075881946952,0.131033503090239,Src/Fasn/Tnfrsf1a/Fgfr3/Lamb2/Whrn/Exph5/Met,8
GO:0098662,BP,GO:0098662,inorganic cation transmembrane transport,15/154,354/8687,0.00149807687692799,0.143075881946952,0.131033503090239,Itgb1/Vdac1/Hecw1/Ryr2/Slc4a10/Atox1/Cacna1c/Myo5a/Atp6v0e2/Slc12a2/Slc39a11/Tcn2/Tpcn1/Wwp2/Slc41a1,15
GO:0099177,BP,GO:0099177,regulation of trans-synaptic signaling,15/154,354/8687,0.00149807687692799,0.143075881946952,0.131033503090239,Itgb1/Npas4/Slc4a10/Ppp1r9b/Syngr1/Myo5a/Src/Ppp1r9a/Pclo/Homer1/Slc12a2/Synpo/Tprgl/Gnai2/Met,15
GO:0050953,BP,GO:0050953,sensory perception of light stimulus,5/154,48/8687,0.00151970633745591,0.143075881946952,0.131033503090239,Slc4a10/Zic2/Myo5a/Lamb2/Whrn,5
GO:0002020,MF,GO:0002020,protease binding,6/154,72/8687,0.00167826982379682,0.144712977734204,0.132532808165132,Itgb1/Ubc/Cltc/Cst3/Tnfrsf1a/Fn1,6
GO:0008277,BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,6/154,72/8687,0.00167826982379682,0.144712977734204,0.132532808165132,Itgb1/Ywhab/Ppp1r9b/Rgs2/Gnai2/Met,6
GO:0005520,MF,GO:0005520,insulin-like growth factor binding,3/154,14/8687,0.00172281509423939,0.144712977734204,0.132532808165132,Htra1/Igfbp6/Crim1,3
GO:0048002,BP,GO:0048002,antigen processing and presentation of peptide antigen,3/154,14/8687,0.00172281509423939,0.144712977734204,0.132532808165132,Tapbp/H2-D1/Unc93b1,3
GO:0009897,CC,GO:0009897,external side of plasma membrane,7/154,99/8687,0.00182897722165213,0.144712977734204,0.132532808165132,Itgb1/Ctsb/Pdpn/Sema7a/Ghr/Cxcr5/H2-D1,7
GO:0007268,BP,GO:0007268,chemical synaptic transmission,18/154,476/8687,0.0018535557910348,0.144712977734204,0.132532808165132,Itgb1/Vdac1/Npas4/Slc4a10/Ppp1r9b/Syngr1/Cacna1c/Myo5a/Src/Ppp1r9a/Pclo/Homer1/Slc12a2/Synpo/Tprgl/Gnai2/Htr7/Met,18
GO:0098916,BP,GO:0098916,anterograde trans-synaptic signaling,18/154,476/8687,0.0018535557910348,0.144712977734204,0.132532808165132,Itgb1/Vdac1/Npas4/Slc4a10/Ppp1r9b/Syngr1/Cacna1c/Myo5a/Src/Ppp1r9a/Pclo/Homer1/Slc12a2/Synpo/Tprgl/Gnai2/Htr7/Met,18
GO:0005201,MF,GO:0005201,extracellular matrix structural constituent,5/154,51/8687,0.00199799272906011,0.151613220014414,0.138852272395187,Igfbp6/Lamc1/Lamb2/Fn1/Col6a1,5
GO:0004888,MF,GO:0004888,transmembrane signaling receptor activity,10/154,191/8687,0.00206781674916499,0.151613220014414,0.138852272395187,Adcyap1r1/Tnfrsf1a/Prokr2/Fgfr3/Ghr/Cxcr5/Htr7/Opn3/Met/Ctsh,10
GO:0034220,BP,GO:0034220,ion transmembrane transport,18/154,482/8687,0.00212752273622358,0.151613220014414,0.138852272395187,Slc9a3r2/Itgb1/Vdac1/Hecw1/Ryr2/Slc4a10/Atox1/Cacna1c/Myo5a/Rgs2/Atp6v0e2/Homer1/Slc12a2/Slc39a11/Tcn2/Tpcn1/Wwp2/Slc41a1,18
GO:0001726,CC,GO:0001726,ruffle,7/154,102/8687,0.00217100148419217,0.151613220014414,0.138852272395187,Itgb1/Pdpn/Ppp1r9b/Cyth3/Myo5a/Src/Tln1,7
GO:0019838,MF,GO:0019838,growth factor binding,6/154,76/8687,0.00221621132491608,0.151613220014414,0.138852272395187,Htra1/Igfbp6/Fgfr3/Crim1/Ghr/Col6a1,6
GO:0099537,BP,GO:0099537,trans-synaptic signaling,18/154,484/8687,0.00222612350536628,0.151613220014414,0.138852272395187,Itgb1/Vdac1/Npas4/Slc4a10/Ppp1r9b/Syngr1/Cacna1c/Myo5a/Src/Ppp1r9a/Pclo/Homer1/Slc12a2/Synpo/Tprgl/Gnai2/Htr7/Met,18
GO:0030595,BP,GO:0030595,leukocyte chemotaxis,6/154,77/8687,0.00236897678578029,0.154994511697738,0.141948968275769,Slc12a2/Vegfb/Jam3/Cxcr5/Nbl1/Spp1,6
GO:0005604,CC,GO:0005604,basement membrane,5/154,53/8687,0.00237261201911563,0.154994511697738,0.141948968275769,Itgb1/Cst3/Lamc1/Lamb2/Fn1,5
GO:0009986,CC,GO:0009986,cell surface,14/154,335/8687,0.00244442923000849,0.156260286644593,0.143108205759776,Itgb1/Ctsb/Pdpn/Sdc3/Cacna1c/Adcyap1r1/Tnfrsf1a/Sema7a/Ctsz/Jam3/Fgfr3/Ghr/Cxcr5/H2-D1,14
GO:0043025,CC,GO:0043025,neuronal cell body,18/154,489/8687,0.00248962031205068,0.156260286644593,0.143108205759776,Ubb/Canx/Sh3gl2/Cst3/Slc4a10/Ppp1r9b/Sez6l/Cacna1c/Myo5a/Ppp1r9a/C4b/Pclo/Homer1/Slc12a2/Vip/Ghr/Whrn/Met,18
GO:0045744,BP,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,4/154,33/8687,0.0026047680380871,0.160343509421477,0.146847752754505,Ywhab/Rgs2/Gnai2/Met,4
GO:0009887,BP,GO:0009887,animal organ morphogenesis,18/154,496/8687,0.00290221568380911,0.163623431698024,0.149851611265886,Sik3/Ryr2/Slc4a10/Sox5/Myo5a/Src/Csgalnact1/Slc12a2/Kdm6a/Ctsz/Fgfr3/Lamc1/Lamb2/Whrn/Nbl1/Met/Ctsh/Dhrs3,18
GO:0006875,BP,GO:0006875,cellular metal ion homeostasis,12/154,269/8687,0.00292859706846098,0.163623431698024,0.149851611265886,Ryr2/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Slc41a1/Anxa7/Cxcr5/Spp1,12
GO:0050900,BP,GO:0050900,leukocyte migration,8/154,137/8687,0.0029523933969861,0.163623431698024,0.149851611265886,Itgb1/Cd81/Slc12a2/Vegfb/Jam3/Cxcr5/Nbl1/Spp1,8
GO:0005901,CC,GO:0005901,caveola,5/154,56/8687,0.00302685951421395,0.163623431698024,0.149851611265886,Ctsb/Mlc1/Cacna1c/Src/Adcyap1r1,5
GO:0055065,BP,GO:0055065,metal ion homeostasis,13/154,307/8687,0.00310698103115901,0.163623431698024,0.149851611265886,Ryr2/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Gnai2/Slc41a1/Anxa7/Cxcr5/Spp1,13
GO:0098660,BP,GO:0098660,inorganic ion transmembrane transport,15/154,382/8687,0.0031307464030456,0.163623431698024,0.149851611265886,Itgb1/Vdac1/Hecw1/Ryr2/Slc4a10/Atox1/Cacna1c/Myo5a/Atp6v0e2/Slc12a2/Slc39a11/Tcn2/Tpcn1/Wwp2/Slc41a1,15
GO:0030003,BP,GO:0030003,cellular cation homeostasis,13/154,308/8687,0.00319499036611073,0.163623431698024,0.149851611265886,Ryr2/Slc4a10/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Slc41a1/Anxa7/Cxcr5/Spp1,13
GO:0006690,BP,GO:0006690,icosanoid metabolic process,4/154,35/8687,0.00324288233053509,0.163623431698024,0.149851611265886,Gpx4/Pdpn/Fads1/Tnfrsf1a,4
GO:0043269,BP,GO:0043269,regulation of ion transport,15/154,384/8687,0.00328896015638368,0.163623431698024,0.149851611265886,Slc9a3r2/Itgb1/Vdac1/Hecw1/Ryr2/Cacna1c/Myo5a/Rgs2/Homer1/Adcyap1r1/Slc12a2/Gnai2/Vip/Tpcn1/Wwp2,15
GO:0050801,BP,GO:0050801,ion homeostasis,15/154,384/8687,0.00328896015638368,0.163623431698024,0.149851611265886,Ryr2/Slc4a10/Mt1/Atox1/Cacna1c/Myo5a/Src/Adcyap1r1/Slc12a2/Synpo/Gnai2/Slc41a1/Anxa7/Cxcr5/Spp1,15
GO:0009898,CC,GO:0009898,cytoplasmic side of plasma membrane,7/154,110/8687,0.00332678339029543,0.163623431698024,0.149851611265886,Ryr2/Ppp1r9b/Cyth3/Src/Rgs2/Gnai2/Fgfr3,7
GO:0050920,BP,GO:0050920,regulation of chemotaxis,7/154,110/8687,0.00332678339029543,0.163623431698024,0.149851611265886,Vegfb/Sema7a/St6gal1/Jam3/Fn1/Nbl1/Met,7
GO:0060326,BP,GO:0060326,cell chemotaxis,7/154,110/8687,0.00332678339029543,0.163623431698024,0.149851611265886,Slc12a2/Vegfb/Jam3/Cxcr5/Nbl1/Spp1/Met,7
GO:0006936,BP,GO:0006936,muscle contraction,8/154,140/8687,0.00337367900408296,0.163623431698024,0.149851611265886,Hsbp1/Ryr2/Cacna1c/Rgs2/Homer1/Vegfb/Htr7/Met,8
GO:0010959,BP,GO:0010959,regulation of metal ion transport,11/154,239/8687,0.00343254589957268,0.163884661792719,0.150090854204351,Itgb1/Vdac1/Hecw1/Ryr2/Cacna1c/Myo5a/Homer1/Adcyap1r1/Gnai2/Vip/Wwp2,11
GO:0006935,BP,GO:0006935,chemotaxis,12/154,275/8687,0.00350382307722063,0.163884661792719,0.150090854204351,Zic2/Slc12a2/Vegfb/Sema7a/St6gal1/Jam3/Lamb2/Fn1/Cxcr5/Nbl1/Spp1/Met,12
GO:0033559,BP,GO:0033559,unsaturated fatty acid metabolic process,4/154,36/8687,0.00359863495664944,0.163884661792719,0.150090854204351,Gpx4/Pdpn/Fads1/Tnfrsf1a,4
GO:0072583,BP,GO:0072583,clathrin-dependent endocytosis,4/154,36/8687,0.00359863495664944,0.163884661792719,0.150090854204351,Cltc/Canx/Sh3gl2/Bmp2k,4
GO:0055080,BP,GO:0055080,cation homeostasis,14/154,350/8687,0.00363505497884507,0.163884661792719,0.150090854204351,Ryr2/Slc4a10/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Gnai2/Slc41a1/Anxa7/Cxcr5/Spp1,14
GO:0006873,BP,GO:0006873,cellular ion homeostasis,13/154,314/8687,0.00376682660253283,0.165068457273379,0.151175012251553,Ryr2/Slc4a10/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Slc41a1/Anxa7/Cxcr5/Spp1,13
GO:0014902,BP,GO:0014902,myotube differentiation,5/154,59/8687,0.00380236350817819,0.165068457273379,0.151175012251553,Cd81/Homer1/Klhl40/Ehd1/Met,5
GO:0042330,BP,GO:0042330,taxis,12/154,278/8687,0.00382395474781104,0.165068457273379,0.151175012251553,Zic2/Slc12a2/Vegfb/Sema7a/St6gal1/Jam3/Lamb2/Fn1/Cxcr5/Nbl1/Spp1/Met,12
GO:0006941,BP,GO:0006941,striated muscle contraction,6/154,85/8687,0.00389294502330137,0.165068457273379,0.151175012251553,Ryr2/Cacna1c/Rgs2/Homer1/Vegfb/Met,6
GO:0005198,MF,GO:0005198,structural molecule activity,13/154,316/8687,0.00397496318043234,0.165068457273379,0.151175012251553,Rps27a/Cltc/Rpl27a/Pclo/Rpl41/Homer1/Copb2/Igfbp6/Lamc1/Lamb2/Fn1/Tln1/Col6a1,13
GO:0043621,MF,GO:0043621,protein self-association,4/154,37/8687,0.00397999955869415,0.165068457273379,0.151175012251553,Ctsb/Ryr2/Dyrk1a/Ctsh,4
GO:0098771,BP,GO:0098771,inorganic ion homeostasis,14/154,354/8687,0.00402228668145065,0.165068457273379,0.151175012251553,Ryr2/Slc4a10/Mt1/Atox1/Cacna1c/Myo5a/Adcyap1r1/Slc12a2/Synpo/Gnai2/Slc41a1/Anxa7/Cxcr5/Spp1,14
GO:0000041,BP,GO:0000041,transition metal ion transport,5/154,60/8687,0.00408984634797819,0.165716432403521,0.151768448755753,Cltc/Ryr2/Atox1/Slc39a11/Tcn2,5
GO:0007588,BP,GO:0007588,excretion,3/154,19/8687,0.00429790879146614,0.171970075518539,0.157495736634648,Cacna1c/Gnai2/Grhpr,3
GO:0034762,BP,GO:0034762,regulation of transmembrane transport,13/154,321/8687,0.00453639417748263,0.179271577310147,0.164182687255219,Slc9a3r2/Itgb1/Vdac1/Hecw1/Ryr2/Cacna1c/Myo5a/Rgs2/Homer1/Tpcn1/Wwp2/Opn3/Met,13
GO:0016324,CC,GO:0016324,apical plasma membrane,8/154,148/8687,0.00472728887239868,0.183100767342192,0.167689582876405,Slc9a3r2/Ctsb/Pdpn/Slc4a10/Mlc1/Cd81/Slc12a2/Fn1,8
GO:0034330,BP,GO:0034330,cell junction organization,17/154,479/8687,0.00474769249903216,0.183100767342192,0.167689582876405,Itgb1/Npas4/Cttnbp2/Sez6l/Myo5a/Src/Ppp1r9a/Pclo/Eef2k/Homer1/Synpo/Jam3/Lamc1/Lamb2/Fn1/Whrn/Tln1,17
GO:0042277,MF,GO:0042277,peptide binding,8/154,149/8687,0.00492216722737554,0.18578001856975,0.170143327485409,Ctsb/Cltc/Cst3/Ctsd/Adcyap1r1/Plod1/Ghr/H2-D1,8
GO:0097470,CC,GO:0097470,ribbon synapse,3/154,20/8687,0.00499127822461684,0.18578001856975,0.170143327485409,Cltc/Sh3gl2/Pclo,3
GO:0140375,MF,GO:0140375,immune receptor activity,3/154,20/8687,0.00499127822461684,0.18578001856975,0.170143327485409,Ghr/Cxcr5/Ctsh,3
GO:0060249,BP,GO:0060249,anatomical structure homeostasis,8/154,150/8687,0.00512315556294405,0.187567513727498,0.171780373150194,Itgb1/Sh3gl2/Src/Homer1/Slc12a2/Whrn/Spp1/Ctsh,8
GO:0006575,BP,GO:0006575,cellular modified amino acid metabolic process,6/154,90/8687,0.00515649522274909,0.187567513727498,0.171780373150194,Ctsb/Gpx4/Nfe2l1/Glo1/Aldh1l1/Gstk1,6
GO:0006749,BP,GO:0006749,glutathione metabolic process,4/154,40/8687,0.00528608822557949,0.188528934495765,0.172660873270099,Gpx4/Nfe2l1/Glo1/Gstk1,4
GO:0048589,BP,GO:0048589,developmental growth,16/154,444/8687,0.00530071980775348,0.188528934495765,0.172660873270099,Itgb1/Sik3/Sh3gl2/Slc4a10/Cd81/Cacna1c/Mir682/Rgs2/Slc12a2/Kdm6a/Sema7a/Fgfr3/Raph1/Lamb2/Fn1/Ghr,16
GO:0051952,BP,GO:0051952,regulation of amine transport,5/154,64/8687,0.00539623021634845,0.189816845302543,0.173840383487917,Itgb1/Myo5a/Rgs2/Slc12a2/Vip,5
GO:0072503,BP,GO:0072503,cellular divalent inorganic cation homeostasis,10/154,219/8687,0.00550133072783574,0.191197441887696,0.175104778328231,Ryr2/Mt1/Cacna1c/Myo5a/Adcyap1r1/Synpo/Slc41a1/Anxa7/Cxcr5/Spp1,10
GO:0098562,CC,GO:0098562,cytoplasmic side of membrane,7/154,121/8687,0.00561930951396302,0.191197441887696,0.175104778328231,Ryr2/Ppp1r9b/Cyth3/Src/Rgs2/Gnai2/Fgfr3,7
GO:0038023,MF,GO:0038023,signaling receptor activity,11/154,256/8687,0.00574606838548163,0.191197441887696,0.175104778328231,Itgb1/Adcyap1r1/Tnfrsf1a/Prokr2/Fgfr3/Ghr/Cxcr5/Htr7/Opn3/Met/Ctsh,11
GO:0060089,MF,GO:0060089,molecular transducer activity,11/154,256/8687,0.00574606838548163,0.191197441887696,0.175104778328231,Itgb1/Adcyap1r1/Tnfrsf1a/Prokr2/Fgfr3/Ghr/Cxcr5/Htr7/Opn3/Met/Ctsh,11
GO:0090218,BP,GO:0090218,positive regulation of lipid kinase activity,3/154,21/8687,0.00574826630106407,0.191197441887696,0.175104778328231,Cd81/Src/Fgfr3,3
GO:0005509,MF,GO:0005509,calcium ion binding,11/154,257/8687,0.00591323120518582,0.191197441887696,0.175104778328231,Tbc1d9b/Ryr2/Canx/Myo5a/Pclo/Vsnl1/Capns1/Eef2k/Fkbp9/Ehd1/Anxa7,11
GO:0043209,CC,GO:0043209,myelin sheath,9/154,187/8687,0.00595541097139291,0.191197441887696,0.175104778328231,Ubb/Itgb1/Vdac1/Rps27a/Ubc/Cltc/Canx/Jam3/Ehd1,9
GO:0035239,BP,GO:0035239,tube morphogenesis,16/154,451/8687,0.00614472045892388,0.191197441887696,0.175104778328231,Itgb1/Pdpn/Ryr2/Zic2/Src/Vash1/Slc12a2/Vegfb/Kdm6a/Tnfrsf1a/Ctsz/Jam3/Fgfr3/Fn1/Met/Ctsh,16
GO:0032963,BP,GO:0032963,collagen metabolic process,4/154,42/8687,0.00629981399977323,0.191197441887696,0.175104778328231,Itgb1/Ctsb/Fgfr3/Fn1,4
GO:0042383,CC,GO:0042383,sarcolemma,6/154,94/8687,0.00636593249582398,0.191197441887696,0.175104778328231,Itgb1/Ctsb/Cltc/Ryr2/Cacna1c/Col6a1,6
GO:0030198,BP,GO:0030198,extracellular matrix organization,7/154,124/8687,0.00641194252826821,0.191197441887696,0.175104778328231,Itgb1/Pdpn/Csgalnact1/Tnfrsf1a/Lamc1/Lamb2/Fn1,7
GO:0043062,BP,GO:0043062,extracellular structure organization,7/154,124/8687,0.00641194252826821,0.191197441887696,0.175104778328231,Itgb1/Pdpn/Csgalnact1/Tnfrsf1a/Lamc1/Lamb2/Fn1,7
GO:0045229,BP,GO:0045229,external encapsulating structure organization,7/154,124/8687,0.00641194252826821,0.191197441887696,0.175104778328231,Itgb1/Pdpn/Csgalnact1/Tnfrsf1a/Lamc1/Lamb2/Fn1,7
GO:0018108,BP,GO:0018108,peptidyl-tyrosine phosphorylation,8/154,156/8687,0.00646432410084868,0.191197441887696,0.175104778328231,Itgb1/Cd81/Src/Dyrk1a/Vegfb/Tnfrsf1a/Fgfr3/Ghr,8
GO:0015837,BP,GO:0015837,amine transport,5/154,67/8687,0.00655223844779,0.191197441887696,0.175104778328231,Itgb1/Myo5a/Rgs2/Slc12a2/Vip,5
GO:0008528,MF,GO:0008528,G protein-coupled peptide receptor activity,3/154,22/8687,0.00657035882775588,0.191197441887696,0.175104778328231,Adcyap1r1/Prokr2/Cxcr5,3
GO:0010712,BP,GO:0010712,regulation of collagen metabolic process,3/154,22/8687,0.00657035882775588,0.191197441887696,0.175104778328231,Itgb1/Fgfr3/Fn1,3
GO:0035308,BP,GO:0035308,negative regulation of protein dephosphorylation,3/154,22/8687,0.00657035882775588,0.191197441887696,0.175104778328231,Ywhab/Ppp1r9b/Gnai2,3
GO:1900078,BP,GO:1900078,positive regulation of cellular response to insulin stimulus,3/154,22/8687,0.00657035882775588,0.191197441887696,0.175104778328231,Myo5a/Src/Gnai2,3
GO:0003015,BP,GO:0003015,heart process,7/154,125/8687,0.00669382929930313,0.193035563847471,0.176788189649684,Ryr2/Cacna1c/Src/Rgs2/Vegfb/Gnai2/Met,7
GO:0060349,BP,GO:0060349,bone morphogenesis,4/154,43/8687,0.00685187576481275,0.195829056456836,0.179346560197401,Sik3/Csgalnact1/Fgfr3/Dhrs3,4
GO:0008022,MF,GO:0008022,protein C-terminus binding,8/154,159/8687,0.00722747566847654,0.20067930046776,0.18378856995436,Slc9a3r2/Cltc/Sh3gl2/Ywhab/Ppp1r9b/Src/Ppp1r9a/Fn1,8
GO:0018212,BP,GO:0018212,peptidyl-tyrosine modification,8/154,159/8687,0.00722747566847654,0.20067930046776,0.18378856995436,Itgb1/Cd81/Src/Dyrk1a/Vegfb/Tnfrsf1a/Fgfr3/Ghr,8
GO:0004930,MF,GO:0004930,G protein-coupled receptor activity,5/154,69/8687,0.0074131017651334,0.20067930046776,0.18378856995436,Adcyap1r1/Prokr2/Cxcr5/Htr7/Opn3,5
GO:0030175,CC,GO:0030175,filopodium,5/154,69/8687,0.0074131017651334,0.20067930046776,0.18378856995436,Itgb1/Pdpn/Ppp1r9b/Myo5a/Ppp1r9a,5
